entry_time_app,entry_time_tpl,exit_time_app,exit_time_tpl,entry_name,direction,entry_price,exit_price,quantity,pnl_currency
2024-10-18 11:16:00,2024-10-18 09:16:00,2024-10-18 12:43:00,2024-10-18 10:43:00,NYO_L_TP1,LONG,21683.25,21668.75,1,-30.90
2024-10-18 11:16:00,2024-10-18 09:16:00,2024-10-18 12:43:00,2024-10-18 10:43:00,NYO_L_TP2,LONG,21683.25,21668.75,1,-30.90
2024-10-21 11:01:00,2024-10-21 09:01:00,2024-10-21 11:28:00,2024-10-21 09:28:00,NYO_L_TP1,LONG,21687.00,21702.75,1,29.60
2024-10-21 11:01:00,2024-10-21 09:01:00,2024-10-21 11:28:00,2024-10-21 09:28:00,NYO_L_TP2,LONG,21687.00,21702.75,1,29.60
2024-10-22 11:01:00,2024-10-22 09:01:00,2024-10-22 11:46:00,2024-10-22 09:46:00,NYO_L_TP1,LONG,21654.25,21657.00,1,3.60
2024-10-22 11:01:00,2024-10-22 09:01:00,2024-10-22 11:46:00,2024-10-22 09:46:00,NYO_L_TP2,LONG,21654.25,21657.00,1,3.60
2024-10-23 11:11:00,2024-10-23 09:11:00,2024-10-23 11:35:00,2024-10-23 09:35:00,NYO_S_TP1,SHORT,21566.50,21628.75,1,-126.40
2024-10-23 11:11:00,2024-10-23 09:11:00,2024-10-23 11:35:00,2024-10-23 09:35:00,NYO_S_TP2,SHORT,21566.50,21628.75,1,-126.40
2024-10-24 12:56:00,2024-10-24 10:56:00,2024-10-24 13:28:00,2024-10-24 11:28:00,NYO_S_TP1,SHORT,21502.00,21512.25,1,-22.40
2024-10-24 12:56:00,2024-10-24 10:56:00,2024-10-24 13:28:00,2024-10-24 11:28:00,NYO_S_TP2,SHORT,21502.00,21512.25,1,-22.40
2024-10-25 10:51:00,2024-10-25 08:51:00,2024-10-25 11:47:00,2024-10-25 09:47:00,NYO_L_TP1,LONG,21808.75,21840.50,1,61.60
2024-10-25 10:51:00,2024-10-25 08:51:00,2024-10-25 11:47:00,2024-10-25 09:47:00,NYO_L_TP2,LONG,21808.75,21840.50,1,61.60
2024-10-28 11:01:00,2024-10-28 09:01:00,2024-10-28 11:31:00,2024-10-28 09:31:00,NYO_S_TP1,SHORT,21749.75,21802.25,1,-106.90
2024-10-28 11:01:00,2024-10-28 09:01:00,2024-10-28 11:31:00,2024-10-28 09:31:00,NYO_S_TP2,SHORT,21749.75,21802.25,1,-106.90
2024-10-29 11:26:00,2024-10-29 09:26:00,2024-10-29 11:28:00,2024-10-29 09:28:00,NYO_L_TP1,LONG,21781.50,21737.50,1,-89.90
2024-10-29 11:26:00,2024-10-29 09:26:00,2024-10-29 11:28:00,2024-10-29 09:28:00,NYO_L_TP2,LONG,21781.50,21737.50,1,-89.90
2024-10-30 10:51:00,2024-10-30 08:51:00,2024-10-30 11:03:00,2024-10-30 09:03:00,NYO_S_TP1,SHORT,21768.00,21845.50,1,-156.90
2024-10-30 10:51:00,2024-10-30 08:51:00,2024-10-30 11:03:00,2024-10-30 09:03:00,NYO_S_TP2,SHORT,21768.00,21845.50,1,-156.90
2024-10-31 10:56:00,2024-10-31 08:56:00,2024-10-31 16:48:00,2024-10-31 14:48:00,NYO_S_TP1,SHORT,21369.50,21301.75,1,133.60
